번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
1496,김치류,갓김치,50,29.18,4.12,1.78,0.62,0.98,448.99,1.45,0.06,0
1497,김치류,갓김치(강원도),50,26.5,4.03,1.5,0.5,0.75,434.05,1.29,0.06,0
1498,김치류,갓김치(경기도),50,32.5,5.12,1.76,0.57,1.78,574.84,1.22,0.07,0
1499,김치류,갓김치(경상도),50,34.5,4.38,1.71,1.15,1.09,455.09,1.42,0.07,0
1500,김치류,갓김치(서울),50,29,3.95,2.07,0.54,0.33,411.41,1.79,0.07,0
1501,김치류,갓김치(전라도),50,26,3.74,1.76,0.43,1.28,431.9,2.05,0.06,0
1502,김치류,갓김치(충청도),50,26.5,3.52,1.87,0.53,0.68,386.64,0.9,0.05,0
1503,김치류,고들빼기,50,55.53,10.93,1.58,0.61,2.84,742.43,2.98,0.07,0
1504,김치류,고들빼기(강원도),50,62.5,12.75,1.67,0.51,3.5,772.34,0.96,0.06,0
1505,김치류,고들빼기(경기도),50,57.5,11.37,1.54,0.66,3.22,758.28,0.39,0.08,0
1506,김치류,고들빼기(경상도),50,66,13.2,1.58,0.78,4.09,772.89,0.82,0.09,0
1507,김치류,고들빼기(서울),50,42.5,7.85,1.52,0.54,1.42,599.48,0.74,0.06,0
1508,김치류,고들빼기(전라도),50,49,9.14,1.62,0.67,3.1,674.88,13.93,0.07,0
1509,김치류,고들빼기(충청도),50,55.5,11.29,1.54,0.49,1.74,876.7,1.03,0.08,0
1510,김치류,깍두기,50,18.33,3.34,0.83,0.18,1.39,323.47,0.8,0.02,0
1511,김치류,깍두기(강원도),50,18.5,3.22,0.72,0.32,1.46,253.15,0,0.02,0
1512,김치류,깍두기(경기도),50,16.5,3.08,0.82,0.12,0.77,327.61,0,0.02,0
1513,김치류,깍두기(경상도),50,18,3.13,0.95,0.17,1.54,331.54,0,0.03,0
1514,김치류,깍두기(서울),50,18,3.62,0.85,0.02,1.64,378.6,2.26,0.02,0
1515,김치류,깍두기(전라도),50,20,3.58,0.84,0.23,1.39,324.95,2.55,0.03,0
1516,김치류,깍두기(충청도),50,19,3.41,0.79,0.23,1.55,324.95,0,0.02,0
1517,김치류,나박김치,100,13.72,1.64,0.61,0.52,0.1,498.44,0.43,0.02,0
1518,김치류,나박김치(강원도),100,45,1.67,0.71,0.02,0,554.44,0.89,0.02,0
1519,김치류,나박김치(경기도),100,10,1.3,0.48,0.34,0.08,491.33,0,0.03,0
1520,김치류,나박김치(경상도),100,18,2,0.67,0.84,0,463.35,0,0.03,0
1521,김치류,나박김치(서울),100,18,1.54,0.69,0.97,0.5,472.52,1,0.02,0
1522,김치류,나박김치(전라도),100,12,1.82,0.46,0.35,0,485.7,0,0.02,0
1523,김치류,나박김치(충청도),100,14,1.51,0.66,0.62,0,523.31,0.66,0.02,0
1524,김치류,배추김치,50,19.13,2.9,1.23,0.29,0.79,312.08,1.13,0.06,0
1525,김치류,배추김치(강원도),50,16.5,2.64,0.98,0.25,0.6,263.04,2.01,0.06,0
1526,김치류,배추김치(경기도),50,23,3.33,1.47,0.4,0.34,335.25,0.96,0.07,0
1527,김치류,배추김치(경상도),50,18,2.73,1.32,0.2,1.11,337.12,0.34,0.06,0
1528,김치류,배추김치(서울),50,19.5,2.72,1.26,0.42,0.47,344.44,0.4,0.08,0
1529,김치류,배추김치(전라도),50,17.5,2.4,1.05,0.41,1.23,281.95,2.63,0.06,0
1530,김치류,배추김치(충청도),50,20,3.58,1.31,0.06,0.97,310.69,0.42,0.05,0
1531,김치류,백김치,50,9.35,1.23,0.53,0.26,0.12,249.07,0.01,0.01,0
1532,김치류,백김치(강원도),50,8.5,1.24,0.45,0.22,0.34,229.99,0,0.01,0
1533,김치류,백김치(경기도),50,80,19.14,0.53,0.14,0.03,247.49,0,0.01,0
1534,김치류,백김치(경상도),50,9.5,1.03,0.54,0.36,0,253.14,0.07,0.02,0
1535,김치류,백김치(서울),50,10.5,1.55,0.71,0.15,0.25,238.07,0,0.01,0
1536,김치류,백김치(전라도),50,9,1.42,0.41,0.16,0.01,239.19,0,0.01,0
1537,김치류,백김치(충청도),50,10,0.8,0.55,0.51,0.07,286.5,0,0.01,0
1538,김치류,열무얼갈이김치,50,17.68,2.61,1.07,0.33,0.46,339.9,1.03,0.04,0
1539,김치류,열무얼갈이김치(강원도),50,16,2.72,0.87,0.17,0.33,337.11,0.23,0.04,0
1540,김치류,열무얼갈이김치(경기도),50,17.5,2.67,1.07,0.27,0.49,401.17,0.56,0.04,0
1541,김치류,열무얼갈이김치(경상도),50,16,2.16,0.94,0.42,0.56,271.23,0.43,0.03,0
1542,김치류,열무얼갈이김치(서울),50,17.5,2.46,1.1,0.38,0.49,350.28,0.33,0.03,0
1543,김치류,열무얼갈이김치(전라도),50,21.5,3.2,1.24,0.42,0.81,381.42,3.97,0.07,0
1544,김치류,열무얼갈이김치(충청도),50,17.5,2.44,1.23,0.31,0.06,298.21,0.68,0.05,0
1545,김치류,열무김치,50,16.77,2.43,1.12,0.28,0.58,310.35,1.81,0.05,0
1546,김치류,열무김치(강원도),50,15.5,2.23,0.85,0.37,0.5,285.97,4.73,0.06,0
1547,김치류,열무김치(경기도),50,16.5,2.38,1.19,0.23,0,279.62,0.86,0.04,0
1548,김치류,열무김치(경상도),50,15,2.63,0.96,0.08,1.03,358.45,0.35,0.04,0
1549,김치류,열무김치(서울),50,16,2.37,1.37,0.13,0.96,300.15,0.35,0.03,0
1550,김치류,열무김치(전라도),50,20.5,3.09,1.23,0.39,0.97,333.87,4.4,0.05,0
1551,김치류,열무김치(충청도),50,16.5,1.9,1.15,0.48,0,304.05,0.2,0.11,0
1552,김치류,오이소박이,50,17.38,2.45,0.85,0.47,0.14,266,0.88,0.04,0
1553,김치류,오이소박이(강원도),50,17,2.74,0.77,0.31,0,319.15,0.15,0.03,0
1554,김치류,오이소박이(경기도),50,16.5,2.74,0.77,0.27,0,259.27,0.72,0.04,0
1555,김치류,오이소박이(경상도),50,20,2.44,0.88,0.75,0.16,248.69,1.55,0.04,0
1556,김치류,오이소박이(서울),50,16,2.37,0.98,0.26,0.64,275.98,0.59,0.03,0
1557,김치류,오이소박이(전라도),50,18,2.31,0.77,0.65,0.05,241.81,1.18,0.05,0
1558,김치류,오이소박이(충청도),50,17,2.14,0.9,0.55,0,251.12,1.12,0.07,0
1559,김치류,총각김치,50,18.63,2.82,1.16,0.3,0.79,337.76,0.9,0.06,0
1560,김치류,총각김치(강원도),50,20.5,3.53,0.78,0.38,1.18,319.65,1.18,0.08,0
1561,김치류,총각김치(경기도),50,18,2.87,1.01,0.28,0.39,346.11,0.88,0.03,0
1562,김치류,총각김치(경상도),50,18.5,3.24,1.27,0.06,1.48,388.94,0.26,0.07,0
1563,김치류,총각김치(서울),50,16.5,2,1.53,0.27,0.75,328.6,0.3,0.04,0
1564,김치류,총각김치(전라도),50,19,2.86,1.01,0.37,0.88,296.52,2.69,0.04,0
1565,김치류,총각김치(충청도),50,19,2.41,1.35,0.46,0.03,346.76,0.12,0.1,0
1566,김치류,파김치,50,29.54,4.54,1.49,0.6,1.13,408.05,2.17,0.07,0
1567,김치류,파김치(강원도),50,33,5.97,1.41,0.37,2.4,437.95,0.75,0.08,0
1568,김치류,파김치(경기도),50,31,5.33,1.53,0.42,0.49,409.86,2.52,0.06,0
1569,김치류,파김치(경상도),50,28,5.09,1.4,0.21,0.27,405.37,1.81,0.07,0
1570,김치류,파김치(서울),50,36,3.61,1.61,1.66,2.02,424.9,2.47,0.07,0
1571,김치류,파김치(전라도),50,26.5,3.83,1.48,0.6,1.43,385.82,3.06,0.06,0
1572,김치류,파김치(충청도),50,23,3.39,1.51,0.37,0.19,384.38,2.43,0.09,0
1573,젓갈류,간장게장,250,302.16,12.84,37.69,11.12,5.9,3220.82,378.78,2.63,0.23
1574,젓갈류,간장게장(강원도),250,312.5,9.4,38.43,13.44,1.92,2335.37,450.52,2.58,0.3
1575,젓갈류,간장게장(경기도),250,325,9.87,38.46,14.57,4.65,3116.06,428.23,2.74,0.31
1576,젓갈류,간장게장(경상도),250,325,13.48,36.57,13.95,9.08,3398.36,346.86,2.56,0.25
1577,젓갈류,간장게장(서울),250,282.5,11.48,37.5,9.6,4.58,3952.83,366,2.58,0.06
1578,젓갈류,간장게장(전라도),250,242.5,16.82,34.73,4.01,9.22,3804.42,341.62,2.14,0.19
1579,젓갈류,간장게장(충청도),250,325,16,40.45,11.14,5.94,2717.89,339.49,3.17,0.26
1580,젓갈류,양념게장,200,279.63,42.05,23.92,1.75,17.04,1775.08,135.41,0.61,0.02
1581,젓갈류,양념게장(강원도),200,318,51.18,22.82,2.46,17.38,1743.59,136.04,0.59,0.02
1582,젓갈류,양념게장(경기도),200,312,47.16,25.25,2.57,19.22,1926.73,150.13,0.61,0.03
1583,젓갈류,양념게장(경상도),200,320,54.59,21.08,1.86,19.06,2356.09,99.46,0.54,0.01
1584,젓갈류,양념게장(서울),200,268,40.58,25.76,0.3,21.04,1971.22,142.48,0.71,0.01
1585,젓갈류,양념게장(전라도),200,202,24.4,21.77,1.82,9.74,1405.63,115.45,0.53,0.01
1586,젓갈류,양념게장(충청도),200,258,34.41,26.86,1.48,15.76,1247.21,168.92,0.69,0.02
1587,장아찌/절임류,고추장아찌,30,21.63,3.95,0.77,0.31,2.42,773.52,0.09,0.03,0
1588,장아찌/절임류,고추장아찌(강원도),30,21.9,4.34,0.86,0.13,2.53,772.08,0,0.03,0
1589,장아찌/절임류,고추장아찌(경기도),30,21,4,0.7,0.25,1.84,702.59,0.13,0.02,0
1590,장아찌/절임류,고추장아찌(경상도),30,20.1,3.2,0.78,0.47,1.15,726.11,0,0.03,0
1591,장아찌/절임류,고추장아찌(서울),30,25.2,4.41,0.73,0.51,3.27,917.26,0,0.02,0
1592,장아찌/절임류,고추장아찌(전라도),30,19.2,3.45,0.75,0.25,2.09,849.44,0.33,0.03,0
1593,장아찌/절임류,고추장아찌(충청도),30,22.2,4.29,0.8,0.22,3.63,673.61,0.09,0.02,0
1594,장아찌/절임류,깻잎장아찌,30,35.32,6.88,1.03,0.41,2.88,546.72,0.44,0.04,0
1595,장아찌/절임류,깻잎장아찌(강원도),30,39.9,7.42,1.15,0.62,3.42,568.46,0.21,0.04,0
1596,장아찌/절임류,깻잎장아찌(경기도),30,35.7,7.16,1.05,0.32,2.89,513.52,0.33,0.04,0
1597,장아찌/절임류,깻잎장아찌(경상도),30,39.6,8.15,0.87,0.39,3.28,520.35,0.67,0.05,0
1598,장아찌/절임류,깻잎장아찌(서울),30,36.6,6.95,1.09,0.49,2.31,540.08,0,0.05,0
1599,장아찌/절임류,깻잎장아찌(전라도),30,28.8,5.35,1.09,0.34,2.39,552.17,0.3,0.03,0
1600,장아찌/절임류,깻잎장아찌(충청도),30,31.5,6.24,0.93,0.3,3.01,585.72,1.13,0.06,0
1601,장아찌/절임류,마늘장아찌,30,16.84,2.96,0.9,0.15,1.28,487.97,0.02,0.01,0
1602,장아찌/절임류,마늘장아찌(강원도),30,17.4,3.38,0.87,0.06,1.11,501.87,0,0.01,0
1603,장아찌/절임류,마늘장아찌(경기도),30,18.6,3.32,0.94,0.16,0.66,508.46,0,0.01,0
1604,장아찌/절임류,마늘장아찌(경상도),30,15.3,2.74,0.86,0.1,1.08,434.13,0,0.01,0
1605,장아찌/절임류,마늘장아찌(서울),30,13.2,1.74,0.93,0.29,1.19,589.2,0,0.01,0
1606,장아찌/절임류,마늘장아찌(전라도),30,17.1,2.83,0.88,0.25,1.12,449.67,0.12,0.01,0
1607,장아찌/절임류,마늘장아찌(충청도),30,19.5,3.77,0.91,0.07,2.49,444.5,0,0.01,0
1608,장아찌/절임류,매실장아찌,30,72.88,17.43,0.5,0.13,11.45,337.86,0,0.02,0
1609,장아찌/절임류,매실장아찌(강원도),30,74.1,17.71,0.45,0.17,9.86,368.88,0,0.02,0
1610,장아찌/절임류,매실장아찌(경기도),30,73.5,17.4,0.51,0.19,12.47,313.69,0,0.02,0
1611,장아찌/절임류,매실장아찌(경상도),30,73.5,17.77,0.42,0.09,12.05,260.24,0,0.02,0
1612,장아찌/절임류,매실장아찌(서울),30,70.5,16.59,0.57,0.19,10.64,357.22,0,0.02,0
1613,장아찌/절임류,매실장아찌(전라도),30,76.8,18.6,0.47,0.04,12.55,273.47,0,0.02,0
1614,장아찌/절임류,매실장아찌(충청도),30,69,16.53,0.54,0.09,11.12,453.66,0,0.03,0
1615,장아찌/절임류,무장아찌,30,23.92,5.03,0.44,0.23,2.88,879.81,0.04,0.01,0
1616,장아찌/절임류,무장아찌(강원도),30,30.3,6.54,0.41,0.29,2.72,771.51,0,0.02,0
1617,장아찌/절임류,무장아찌(경기도),30,16.5,3.52,0.38,0.09,2.01,832.49,0,0,0
1618,장아찌/절임류,무장아찌(경상도),30,25.2,5.06,0.38,0.38,2.34,718.26,0,0.01,0
1619,장아찌/절임류,무장아찌(서울),30,27.9,5.71,0.46,0.35,4.1,997.02,0,0.02,0
1620,장아찌/절임류,무장아찌(전라도),30,30.9,6.9,0.51,0.13,3.43,882.5,0.23,0.02,0
1621,장아찌/절임류,무장아찌(충청도),30,12.9,2.44,0.5,0.13,2.71,1077.05,0,0.01,0
1622,음료 및 차류,수정과,150,133.5,20.4,0.6,5.4,20.7,9.72,0,0,0.15
1623,음료 및 차류,식혜,150,130.5,24.3,2.25,2.7,17.1,3.38,0,0,0
1624,"곡류, 서류 제품",가래떡,100,208.2,47.49,3.81,0.33,0,256.96,0,0.17,0
1625,"곡류, 서류 제품",가래떡(강원도),100,212,49.34,3.55,0.09,0,233.18,0,0.16,0
1626,"곡류, 서류 제품",가래떡(경기도),100,207,48.06,3.69,0.02,0,266.22,0,0.17,0
1627,"곡류, 서류 제품",가래떡(경상도),100,204,46.37,4.01,0.23,0,259.2,0,0.18,0
1628,"곡류, 서류 제품",가래떡(서울),100,210,48.64,3.77,0.03,0,245.52,0,0.18,0
1629,"곡류, 서류 제품",가래떡(전라도),100,206,45.93,4.11,0.69,0,252.28,0,0.17,0
1630,"곡류, 서류 제품",가래떡(충청도),100,210,46.63,3.7,0.93,0,285.34,0,0.18,0
1631,"곡류, 서류 제품","떡,경단(깨)  ",100,319,74.2,4.4,0.5,26.6,180,0,0.5,0
1632,"곡류, 서류 제품","떡,경단(콩)  ",100,314,74,3.5,0.5,20.6,225.83,0,0.2,0
1633,"곡류, 서류 제품",꿀떡,100,217.8,48.86,3.82,0.79,2.6,250.9,0.43,0.24,0
1634,"곡류, 서류 제품",꿀떡(강원도),100,224,51.73,3.25,0.49,3.25,264.47,1.55,0.18,0
1635,"곡류, 서류 제품",꿀떡(경기도),100,216,49.14,3.66,0.53,2.58,252.7,0,0.22,0
1636,"곡류, 서류 제품",꿀떡(경상도),100,216,47.73,4.08,0.98,2.84,279.62,0,0.3,0
1637,"곡류, 서류 제품",꿀떡(서울),100,216,47.18,4.3,1.12,1.71,215.41,0,0.24,0
1638,"곡류, 서류 제품",꿀떡(전라도),100,218,48.03,4.15,1,3.54,243.37,1.04,0.28,0
1639,"곡류, 서류 제품",꿀떡(충청도),100,217,49.33,3.49,0.6,1.68,249.87,0,0.2,0
1640,"곡류, 서류 제품",무지개떡,100,228.97,53.01,3.53,0.31,8.98,276.82,0,0.16,0
1641,"곡류, 서류 제품",무지개떡(강원도),100,217,50.74,3.18,0.12,11.64,239.87,0,0.13,0
1642,"곡류, 서류 제품",무지개떡(경기도),100,227,53.03,3.28,0.19,7.02,248.24,0,0.15,0
1643,"곡류, 서류 제품",무지개떡(경상도),100,228,52.7,3.57,0.33,9.97,323.25,0,0.16,0
1644,"곡류, 서류 제품",무지개떡(서울),100,228,53.32,3.57,0.06,8.77,297.78,0,0.16,0
1645,"곡류, 서류 제품",무지개떡(전라도),100,236,53.44,3.9,0.74,7.27,261.94,0,0.18,0
1646,"곡류, 서류 제품",무지개떡(충청도),100,238,54.84,3.68,0.44,9.24,289.86,0,0.17,0
1647,"곡류, 서류 제품",백설기,100,228.27,52.51,3.64,0.41,7.19,288.6,0,0.14,0
1648,"곡류, 서류 제품",백설기(강원도),100,232,53.64,3.66,0.27,9.03,249.46,0,0.13,0
1649,"곡류, 서류 제품",백설기(경기도),100,218,50.96,3.38,0.06,3.76,305.17,0,0.15,0
1650,"곡류, 서류 제품",백설기(경상도),100,234,51.88,3.64,1.32,7.65,307.54,0,0.13,0
1651,"곡류, 서류 제품",백설기(서울),100,228,52.87,3.57,0.24,8.66,326.62,0,0.14,0
1652,"곡류, 서류 제품",백설기(전라도),100,225,51.25,4.09,0.44,4.36,287.01,0,0.13,0
1653,"곡류, 서류 제품",백설기(충청도),100,233,54.46,3.5,0.12,9.7,255.8,0,0.14,0
1654,"곡류, 서류 제품","떡, 송편(깨) ",100,224,45,4.9,2.7,1.1,231.82,0,0.5,0
1655,"곡류, 서류 제품","떡, 송편(콩) ",100,194,41.7,5.2,0.7,1.3,233.5,0,0.2,0
1656,"곡류, 서류 제품",시루떡,100,217.48,47.54,5.47,0.61,3.22,277.91,0,0.24,0
1657,"곡류, 서류 제품",시루떡(강원도),100,219,49.2,4.78,0.37,4.09,289.14,0,0.33,0
1658,"곡류, 서류 제품",시루떡(경기도),100,205,44.26,5.69,0.58,1.7,232.27,0,0.12,0
1659,"곡류, 서류 제품",시루떡(경상도),100,216,48.66,4.7,0.33,3.6,310.98,0,0.18,0
1660,"곡류, 서류 제품",시루떡(서울),100,217,46.66,6.7,0.36,2.8,229.87,0,0.12,0
1661,"곡류, 서류 제품",시루떡(전라도),100,238,51.64,4.92,1.34,4.47,295.63,0,0.24,0
1662,"곡류, 서류 제품",시루떡(충청도),100,209,44.81,6.01,0.65,2.68,309.56,0,0.43,0.01
1663,"곡류, 서류 제품",약식,100,244.38,52.33,3.71,2.24,9.67,289.33,0,0.55,0.04
1664,"곡류, 서류 제품",약식(강원도),100,248,52.62,3.44,2.66,10.68,275.79,0,0.78,0
1665,"곡류, 서류 제품",약식(경기도),100,245,52.58,3.29,2.38,10.68,272.6,0,0.16,0.01
1666,"곡류, 서류 제품",약식(경상도),100,242,52.24,3.96,1.95,9.69,319.1,0,0.56,0.02
1667,"곡류, 서류 제품",약식(서울),100,241,52.21,4.45,1.57,8.15,264.61,0,0.27,0.12
1668,"곡류, 서류 제품",약식(전라도),100,248,53,3.44,2.42,9.42,287.13,0,0.62,0.03
1669,"곡류, 서류 제품",약식(충청도),100,242,51.36,3.66,2.49,9.4,316.72,0,0.91,0.03
1670,"곡류, 서류 제품",인절미,100,220.95,45.39,5.65,1.86,1.93,341.37,0,0.56,0
1671,"곡류, 서류 제품",인절미(강원도),100,188,37.69,5.32,1.75,1.74,327.09,0,0.96,0.01
1672,"곡류, 서류 제품",인절미(경기도),100,224,46.54,5.3,1.81,1.77,335.24,0,0.33,0
1673,"곡류, 서류 제품",인절미(경상도),100,230,47.23,6.07,1.84,1.64,359.43,0,0.57,0
1674,"곡류, 서류 제품",인절미(서울),100,224,45.76,6.79,1.54,1.41,308.72,0,0.35,0
1675,"곡류, 서류 제품",인절미(전라도),100,235,48.45,5.01,2.33,3.4,363,0,0.54,0
1676,"곡류, 서류 제품",인절미(충청도),100,226,46.7,5.43,1.9,1.62,354.74,0,0.61,0
1677,"곡류, 서류 제품",절편,100,192.89,43.94,3.64,0.28,0.07,265.87,0.03,0.19,0
1678,"곡류, 서류 제품",절편(강원도),100,192,44.17,3.41,0.22,0,246.2,0,0.15,0
1679,"곡류, 서류 제품",절편(경기도),100,192,43.3,4.47,0.1,0,256.14,0,0.19,0
1680,"곡류, 서류 제품",절편(경상도),100,184,42.31,3.33,0.14,0,274.69,0,0.18,0
1681,"곡류, 서류 제품",절편(서울),100,196,45.1,3.52,0.17,0.42,288.53,0,0.21,0
1682,"곡류, 서류 제품",절편(전라도),100,202,44.74,3.76,0.92,0,256.87,0,0.2,0
1683,"곡류, 서류 제품",절편(충청도),100,191,44,3.35,0.16,0,272.77,0.19,0.18,0
1684,"곡류, 서류 제품",증편,100,192.73,44.83,2.66,0.3,6.6,264.17,0,0.16,0
1685,"곡류, 서류 제품",증편(강원도),100,197,45.88,2.94,0.2,8.53,248.43,0,0.14,0
1686,"곡류, 서류 제품",증편(경기도),100,197,45.63,2.82,0.39,6.44,257.44,0,0.18,0
1687,"곡류, 서류 제품",증편(경상도),100,187,43.48,3.03,0.16,4.52,268.47,0,0.14,0
1688,"곡류, 서류 제품",증편(서울),100,193,44.97,2.53,0.36,7.12,263.34,0,0.17,0
1689,"곡류, 서류 제품",증편(전라도),100,189,44.01,2.51,0.36,5.91,295.24,0,0.14,0
1690,"곡류, 서류 제품",증편(충청도),100,192,45.03,2.16,0.35,7.09,252.09,0,0.17,0
1691,"곡류, 서류 제품",찹쌀떡,100,276.87,65.61,3.26,0.15,17.54,225.61,0,0.15,0
1692,"곡류, 서류 제품",찹쌀떡(강원도),100,292,69.87,3.08,0.07,15.04,236.71,0,0.14,0
1693,"곡류, 서류 제품",찹쌀떡(경기도),100,272,63.77,3.73,0.21,10.08,194.63,0,0.16,0
1694,"곡류, 서류 제품",찹쌀떡(경상도),100,233,54.06,3.9,0.17,9.33,242.71,0,0.14,0
1695,"곡류, 서류 제품",찹쌀떡(서울),100,293,69.76,3.5,0.04,30.34,194.52,0,0.13,0
1696,"곡류, 서류 제품",찹쌀떡(전라도),100,289,69.12,2.77,0.11,15.61,244.75,0,0.16,0
1697,"곡류, 서류 제품",찹쌀떡(충청도),100,282,67.07,2.61,0.31,24.86,240.33,0,0.15,0
1698,"곡류, 서류 제품",모듬찰떡,100,222.91,47.38,5.71,1.17,4.61,237.09,0,0.27,0
1699,"곡류, 서류 제품",모듬찰떡(강원도),100,222,45.99,5.67,1.73,5.96,223.87,0,0.29,0
1700,"곡류, 서류 제품",모듬찰떡(경기도),100,214,47.15,5.55,0.37,1.3,244.59,0,0.28,0
1701,"곡류, 서류 제품",모듬찰떡(경상도),100,226,48.67,5.06,1.29,2.87,288.56,0,0.21,0
1702,"곡류, 서류 제품",모듬찰떡(서울),100,220,46.74,6.36,0.86,8.08,225.44,0,0.21,0
1703,"곡류, 서류 제품",모듬찰떡(전라도),100,227,46.93,6.46,1.55,3.04,205.79,0,0.32,0
1704,"곡류, 서류 제품",모듬찰떡(충청도),100,227,48.84,5.19,1.21,6.38,234.27,0,0.29,0
1705,"곡류, 서류 제품","떡,기피편    ",100,220,49,5.4,0.2,2.1,281.06,0,0.1,0
1706,"곡류, 서류 제품","떡, 메밀전병 ",100,168,21.6,6.2,6.3,0.6,345.8,8.05,1.2,0
1707,"곡류, 서류 제품","떡, 수수부꾸미",100,248,42.1,5.7,6.3,0.2,261,0,1,0
1708,"곡류, 서류 제품","떡, 수수팥떡 ",100,204,43,6.7,0.6,2.8,241.93,0,0.2,0
1709,"곡류, 서류 제품","떡, 쑥떡     ",100,249,57.9,3.4,0.4,10.7,254.32,0,0.2,0
1710,"곡류, 서류 제품",녹두시루떡,100,246,48.1,7.7,2.5,4,263.66,0,0.5,0
1711,수조어육류,육회,150,229.91,14.1,22.38,9.33,1.52,447.81,79.09,2.91,0.17
1712,수조어육류,육회(강원도),150,234,9.16,24.88,10.87,0.44,366.48,94.91,3.15,0.17
1713,수조어육류,육회(경기도),150,264,11.04,24.45,13.49,0.53,482.97,74.63,3.42,0.29
1714,수조어육류,육회(경상도),150,198,11.38,21.38,7.42,1.64,493.58,51.72,2.87,0.07
1715,수조어육류,육회(서울),150,259.5,16.61,24.29,10.58,1.86,457.83,129.25,3.8,0.3
1716,수조어육류,육회(전라도),150,225,20.62,19.91,7.03,2.69,463.7,50.21,2.73,0.13
1717,수조어육류,육회(충청도),150,199.5,15.77,19.35,6.61,1.96,422.31,73.83,1.48,0.09
1718,수조어육류,대구포,100,141,2.3,32,0.4,0,3875.95,107.15,0.2,0
1719,수조어육류,북어포       ,20,66.4,0.32,15.42,0.38,0.22,128.99,85.02,0.14,0
1720,밥류,감자 주먹 밥,215,239.38,41.9,8.97,5.61,N/A,66.99,N/A,N/A,N/A
1721,밥류,김치 고구마 밥,206,247.84,54.01,3.79,2.51,N/A,233.03,N/A,N/A,N/A
1722,밥류,김치쌈밥,169,205.15,39.48,7.55,4.11,N/A,553.19,N/A,N/A,N/A
1723,밥류,녹차약밥,50,176.44,35.13,3.6,2.81,N/A,2.93,N/A,N/A,N/A
1724,밥류,두부 채소 볶음밥,281.4,321.87,60.39,13.65,6.58,N/A,213.08,N/A,N/A,N/A
1725,밥류,레몬이 들어간 새우 케밥,200,215.4,35.02,15.16,2.86,N/A,167.56,N/A,N/A,N/A
1726,밥류,밥 샌드위치,220,322.17,50.67,14.87,8.05,N/A,476.04,N/A,N/A,N/A
1727,밥류,밥스틱,105,219.22,32.63,6.06,7.62,N/A,276.7,N/A,N/A,N/A
1728,밥류,버섯 참치 무른 밥,150,145.12,23.38,5.31,3.04,N/A,1.34,N/A,N/A,N/A
1729,밥류,새싹 비빔밥,251.1,264.63,50.55,8.74,5.35,N/A,317.74,N/A,N/A,N/A
1730,밥류,쇠고기 말이 쌈밥,150,203.72,27.49,11.24,6.09,N/A,353.56,N/A,N/A,N/A
1731,밥류,쌀밥,200,272,66.4,6,0.2,N/A,6,N/A,N/A,N/A
1732,밥류,쌈밥,316.51,315.05,57.6,13.23,3.64,N/A,557.82,N/A,N/A,N/A
1733,밥류,영양밥,174.1,321.6,63.65,6.3,5.07,N/A,101.76,N/A,N/A,N/A
1734,밥류,향향볶음밥,110,104.03,18.88,5.68,1.24,N/A,9.99,N/A,N/A,N/A
1735,빵 및 과자류,감자 연어 팬 케이크,114,144.1,13.61,9.95,5.93,N/A,49.1,N/A,N/A,N/A
1736,빵 및 과자류,감자 팬케익,588.2,395.68,78.35,13.53,4.59,N/A,320.04,N/A,N/A,N/A
1737,빵 및 과자류,감자 피자,99,132.34,16.87,6.16,4.85,N/A,266.11,N/A,N/A,N/A
1738,빵 및 과자류,건강마늘꿀환,77,167.03,29.43,4.76,4.88,N/A,13.4,N/A,N/A,N/A
1739,빵 및 과자류,고등어 강정,65,154.59,10.1,7.66,9.16,N/A,206.38,N/A,N/A,N/A
1740,빵 및 과자류,과일 바바루아,200.5,254.57,28.25,6.58,12.09,N/A,90.77,N/A,N/A,N/A
1741,빵 및 과자류,과일과 해산물을 곁들인 야채전병,200,154.34,26.58,9.36,1.78,N/A,225.18,N/A,N/A,N/A
1742,빵 및 과자류,과일샐러드또띠아,200,277.06,58.02,5.42,3.58,N/A,84.36,N/A,N/A,N/A
1743,빵 및 과자류,과일파이,100,182.06,38.71,2.8,2.46,N/A,28.45,N/A,N/A,N/A
1744,빵 및 과자류,꽃게강정,170.9,261.89,22.95,17.76,11.19,N/A,471.21,N/A,N/A,N/A
1745,빵 및 과자류,녹차 파나코타,145.1,310.57,43.75,4.89,13.89,N/A,62.47,N/A,N/A,N/A
1746,빵 및 과자류,녹차스콘,60,184.59,31.24,4.39,4.79,N/A,131.3,N/A,N/A,N/A
1747,빵 및 과자류,녹차크레페,120,178.56,26.76,8,4.19,N/A,102.5,N/A,N/A,N/A
1748,빵 및 과자류,누룽지 과자,122,344.45,47.96,8.34,14.99,N/A,62.32,N/A,N/A,N/A
1749,빵 및 과자류,누룽지피자,150,280.26,57.22,10.84,2.7,N/A,349.59,N/A,N/A,N/A
1750,빵 및 과자류,다시마칩,40,61.13,10.22,1.61,2.43,N/A,139.27,N/A,N/A,N/A
1751,빵 및 과자류,단호박 경단,69,162.87,30.57,3.59,3.33,N/A,86.97,N/A,N/A,N/A
